Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Midpoint,Ask,Last,Volume,Open Int,Vol/OI,IV,Time
UAA,18.67,Call,20,2/15/2019,39,0.96,0.99,1.02,1,524,218,2.4,61.77%,1/7/2019
INTC,47.44,Call,60,7/19/2019,193,0.55,0.59,0.62,0.59,1035,431,2.4,25.76%,1/7/2019
LCI,7.32,Call,7.5,1/18/2019,11,0.35,0.4,0.45,0.42,854,357,2.39,97.96%,1/7/2019
MU,34,Put,31,2/15/2019,39,1.09,1.1,1.1,1.1,3814,1594,2.39,55.14%,1/7/2019
TSLA,334.96,Call,327.5,1/11/2019,4,11.85,12.3,12.75,12.25,651,274,2.38,57.10%,1/7/2019
T,30.89,Call,32,1/25/2019,18,0.11,0.14,0.17,0.18,1327,557,2.38,20.03%,1/7/2019
FDX,166.73,Put,150,1/18/2019,11,0.27,0.3,0.33,0.31,2134,898,2.38,40.40%,1/7/2019
AMD,20.57,Call,21.5,1/18/2019,11,0.72,0.74,0.76,0.74,3070,1288,2.38,78.21%,1/7/2019
X,20.45,Call,22,1/11/2019,4,0.11,0.13,0.14,0.13,3971,1666,2.38,69.76%,1/7/2019
YY,65.27,Put,60,2/15/2019,39,1.95,2.05,2.15,2.13,513,217,2.36,53.10%,1/7/2019
CAT,128.23,Call,134,1/11/2019,4,0.39,0.44,0.49,0.4,602,255,2.36,39.34%,1/7/2019
PYPL,86.93,Call,86,1/11/2019,4,1.87,1.92,1.96,1.98,697,295,2.36,40.19%,1/7/2019
AAPL,147.93,Put,139,1/11/2019,4,0.25,0.27,0.28,0.27,3882,1645,2.36,44.21%,1/7/2019
MRK,75.43,Put,67,2/22/2019,46,0,2,4,0.42,610,260,2.35,29.00%,1/7/2019
NEM,33.97,Put,34,3/15/2019,67,1.76,1.79,1.81,1.73,1023,436,2.35,31.21%,1/7/2019
ROKU,42.18,Call,42,1/18/2019,11,2.56,2.61,2.66,2.6,2155,918,2.35,85.52%,1/7/2019
AAPL,147.93,Call,147,1/18/2019,11,4,4.1,4.2,4.1,2689,1145,2.35,34.72%,1/7/2019
NNBR,7.5,Call,7.5,1/18/2019,11,0.3,0.38,0.45,0.35,633,271,2.34,66.80%,1/7/2019
NS,23.18,Call,25,1/18/2019,11,0.05,0.1,0.15,0.12,651,278,2.34,39.97%,1/7/2019
FB,138.05,Call,140,1/11/2019,4,1.24,1.34,1.43,1.49,12315,5293,2.33,39.95%,1/7/2019
ZUO,19.49,Put,15,1/17/2020,375,2.5,2.63,2.75,2.5,501,216,2.32,67.91%,1/7/2019
DIS,110.56,Call,114,1/11/2019,4,0.1,0.13,0.15,0.15,508,220,2.31,23.73%,1/7/2019
X,20.45,Put,20.5,1/11/2019,4,0.54,0.57,0.59,0.55,1106,479,2.31,61.78%,1/7/2019
NFLX,315.34,Put,285,1/11/2019,4,0.78,0.85,0.92,0.84,1482,642,2.31,70.17%,1/7/2019
PBR,15.06,Call,17,1/25/2019,18,0.08,0.1,0.11,0.15,1501,650,2.31,52.81%,1/7/2019
BABA,143.1,Call,143,1/11/2019,4,2.7,2.75,2.8,2.86,1763,764,2.31,46.65%,1/7/2019
NVDA,143.4,Call,144,1/18/2019,11,5.6,5.68,5.75,5.9,565,246,2.3,61.68%,1/7/2019
WFC,47.64,Put,46,1/18/2019,11,0.6,0.63,0.65,0.61,1528,665,2.3,39.46%,1/7/2019
XOM,71.52,Put,67.5,3/15/2019,67,1.68,1.73,1.77,1.66,2148,932,2.3,28.85%,1/7/2019
FB,138.05,Call,140,2/1/2019,25,5.65,5.9,6.15,5.82,2332,1014,2.3,45.67%,1/7/2019
MU,34,Put,33.5,1/11/2019,4,0.58,0.59,0.6,0.58,1498,658,2.28,57.48%,1/7/2019
FND,29.26,Call,30,1/18/2019,11,0.9,1.18,1.45,1.2,1970,869,2.27,74.66%,1/7/2019
TSLA,334.96,Call,360,2/1/2019,25,9.5,10.2,10.9,10.1,533,236,2.26,55.09%,1/7/2019
NVDA,143.4,Put,133,1/11/2019,4,0.73,0.76,0.79,0.7,588,260,2.26,67.20%,1/7/2019
GRPN,3.5,Call,4,7/19/2019,193,0.29,0.32,0.34,0.32,1652,730,2.26,47.48%,1/7/2019
CAT,128.23,Put,65,2/15/2019,39,0,0.02,0.04,0.04,1696,750,2.26,81.56%,1/7/2019
WDC,38.48,Call,42,1/18/2019,11,0.27,0.29,0.31,0.26,777,345,2.25,48.10%,1/7/2019
BA,328.11,Call,337.5,1/11/2019,4,1.46,1.55,1.63,1.59,1089,483,2.25,35.21%,1/7/2019
T,30.89,Call,31.5,1/25/2019,18,0.2,0.24,0.27,0.29,2257,1001,2.25,18.99%,1/7/2019
RCL,101.83,Call,110,2/15/2019,39,2.4,2.54,2.68,2.6,5419,2404,2.25,41.19%,1/7/2019
SYF,25.37,Call,25.5,1/18/2019,11,0.55,0.7,0.85,0.75,538,240,2.24,45.58%,1/7/2019
FCX,11,Put,11,1/11/2019,4,0.24,0.26,0.27,0.28,810,362,2.24,61.36%,1/7/2019
T,30.89,Call,31,1/11/2019,4,0.15,0.17,0.18,0.18,5870,2625,2.24,17.52%,1/7/2019
ALXN,107.94,Put,105,1/17/2020,375,14.3,14.75,15.2,14.74,510,229,2.23,41.88%,1/7/2019
CAT,128.23,Call,131,1/11/2019,4,1.08,1.16,1.24,1.1,674,304,2.22,40.65%,1/7/2019
BCS,7.96,Call,6,3/15/2019,67,2,2.08,2.15,2.05,1000,450,2.22,49.25%,1/7/2019
DRYS,6.75,Call,7.5,2/15/2019,39,0.25,0.28,0.3,0.3,1668,754,2.21,64.19%,1/7/2019
ET,14.46,Put,14,2/15/2019,39,0.52,0.55,0.57,0.54,2236,1013,2.21,41.38%,1/7/2019
V,136.06,Call,137,1/11/2019,4,1.2,1.32,1.43,1.35,977,445,2.2,30.90%,1/7/2019
AAPL,147.93,Put,142,1/11/2019,4,0.53,0.57,0.6,0.59,3821,1740,2.2,41.83%,1/7/2019
TSLA,334.96,Call,330,1/11/2019,4,10.45,10.73,11,10.7,4564,2074,2.2,56.98%,1/7/2019
AMRN,14.07,Call,14.5,1/18/2019,11,0.54,0.59,0.64,0.52,598,273,2.19,71.76%,1/7/2019
BAC,25.56,Call,23.5,2/1/2019,25,2.3,2.37,2.43,2.39,523,240,2.18,39.23%,1/7/2019
BAC,25.56,Call,26.5,2/8/2019,32,0.55,0.57,0.59,0.59,581,267,2.18,31.39%,1/7/2019
MA,191.22,Call,50,1/18/2019,11,140.7,141.13,141.55,142.05,750,344,2.18,412.36%,1/7/2019
AG,6.06,Put,6,2/15/2019,39,0.35,0.4,0.45,0.4,500,230,2.17,55.92%,1/7/2019
ETN,68.73,Call,72.5,2/15/2019,39,1,1.08,1.15,1.3,508,234,2.17,29.49%,1/7/2019
MRK,75.43,Put,67.5,2/22/2019,46,0,2.03,4.05,0.45,600,277,2.17,28.29%,1/7/2019
AMZN,1629.51,Call,1635,1/11/2019,4,26.75,27.35,27.95,28.5,653,301,2.17,45.36%,1/7/2019
OSTK,15.28,Call,17,1/18/2019,11,0.4,0.45,0.5,0.45,813,374,2.17,98.51%,1/7/2019
CTL,16.3,Put,16.5,1/18/2019,11,0.5,0.55,0.6,0.5,1144,528,2.17,35.29%,1/7/2019
BAC,25.56,Call,26,1/25/2019,18,0.53,0.56,0.58,0.56,10692,4936,2.17,32.59%,1/7/2019
JPM,100.76,Call,101,1/11/2019,4,1.08,1.11,1.14,1.11,1288,599,2.15,28.74%,1/7/2019
SQ,60.72,Put,59,1/18/2019,11,1.86,1.91,1.95,1.82,542,253,2.14,63.05%,1/7/2019
BABA,143.1,Call,148,1/18/2019,11,1.96,2.01,2.05,2.03,973,454,2.14,39.37%,1/7/2019
FB,138.05,Call,137,1/11/2019,4,2.77,2.94,3.1,2.78,3884,1817,2.14,38.13%,1/7/2019
BABA,143.1,Call,147,1/11/2019,4,1.07,1.11,1.15,1.17,948,446,2.13,44.00%,1/7/2019
BABA,143.1,Call,144,1/18/2019,11,3.55,3.63,3.7,3.73,1133,531,2.13,41.31%,1/7/2019
PCG,18.95,Put,19,1/18/2019,11,1.6,1.73,1.85,1.6,1230,577,2.13,120.77%,1/7/2019
FDX,166.73,Call,167.5,1/11/2019,4,1.97,2.06,2.14,2,705,332,2.12,33.54%,1/7/2019
T,30.89,Put,30.5,1/18/2019,11,0.53,0.56,0.59,0.54,2422,1142,2.12,34.35%,1/7/2019
PE,18.12,Call,20,3/15/2019,67,0.95,1,1.05,1.03,3953,1868,2.12,54.86%,1/7/2019
AMRN,14.07,Call,14.5,1/11/2019,4,0.2,0.27,0.33,0.32,719,341,2.11,84.59%,1/7/2019
TWTR,31.34,Call,39,2/15/2019,39,0.48,0.49,0.5,0.49,727,346,2.1,60.82%,1/7/2019
SQ,60.72,Call,62.5,1/11/2019,4,0.91,0.94,0.97,0.92,1223,583,2.1,64.27%,1/7/2019
INTC,47.44,Put,46.5,1/18/2019,11,0.69,0.71,0.73,0.68,1326,632,2.1,33.90%,1/7/2019
TSLA,334.96,Put,290,8/16/2019,221,36.65,36.93,37.2,36.75,602,288,2.09,61.45%,1/7/2019
RIG,8.28,Call,8.5,1/11/2019,4,0.14,0.15,0.16,0.15,1607,769,2.09,69.48%,1/7/2019
MSFT,102.06,Call,102,1/11/2019,4,1.55,1.6,1.64,1.6,5511,2632,2.09,36.45%,1/7/2019
MSFT,102.06,Call,106,1/11/2019,4,0.23,0.25,0.26,0.27,3931,1893,2.08,33.70%,1/7/2019
HUN,20.72,Call,23,2/15/2019,39,0.3,0.35,0.4,0.38,506,245,2.07,41.04%,1/7/2019
CDNS,43.42,Call,43,2/15/2019,39,2.15,2.25,2.35,2.2,510,246,2.07,33.95%,1/7/2019
IQ,17.22,Call,18,1/18/2019,11,0.43,0.45,0.46,0.47,719,347,2.07,65.19%,1/7/2019
MSFT,102.06,Put,80,7/19/2019,193,1.91,2.06,2.21,1.98,1010,488,2.07,36.00%,1/7/2019
XOM,71.52,Put,71,1/11/2019,4,0.54,0.57,0.59,0.51,564,274,2.06,25.22%,1/7/2019
PCG,18.95,Put,18,3/15/2019,67,2.65,2.83,3,2.8,1120,544,2.06,105.63%,1/7/2019
BABA,143.1,Put,137,1/11/2019,4,0.65,0.7,0.75,0.63,1714,831,2.06,45.14%,1/7/2019
GPRO,4.63,Call,5,2/15/2019,39,0.38,0.41,0.44,0.41,714,348,2.05,91.25%,1/7/2019
TLRY,71.9,Call,70,1/11/2019,4,2.37,2.76,3.15,2.95,763,373,2.05,61.79%,1/7/2019
CRON,12.4,Put,11.5,1/11/2019,4,0.12,0.13,0.14,0.13,1437,706,2.04,88.78%,1/7/2019
C,55.61,Call,65,3/15/2019,67,0.29,0.31,0.33,0.31,10500,5159,2.04,26.90%,1/7/2019
AAPL,147.93,Call,140,1/11/2019,4,8.2,8.38,8.55,8.25,1941,954,2.03,40.53%,1/7/2019
NVDA,143.4,Put,130,1/11/2019,4,0.39,0.42,0.45,0.39,2677,1316,2.03,68.90%,1/7/2019
MA,191.22,Call,135,1/18/2019,11,55.6,56.13,56.65,57,728,360,2.02,120.45%,1/7/2019
INTC,47.44,Put,47,1/11/2019,4,0.57,0.6,0.62,0.6,1478,733,2.02,40.95%,1/7/2019
BMY,48.41,Call,52.5,4/18/2019,101,1.9,2.03,2.16,2.1,1107,551,2.01,34.59%,1/7/2019
AAPL,147.93,Call,149,1/11/2019,4,1.78,1.82,1.85,1.8,5618,2798,2.01,36.69%,1/7/2019
SYF,25.37,Call,25.5,1/11/2019,4,0.3,0.38,0.45,0.5,629,315,2,52.61%,1/7/2019
AAPL,147.93,Call,147,2/1/2019,25,6.35,6.45,6.55,6.4,850,424,2,37.49%,1/7/2019
ADNT,16.37,Put,19,2/15/2019,39,3.1,3.25,3.4,4.3,1000,500,2,124.06%,1/7/2019
AMD,20.57,Call,19.5,1/18/2019,11,1.71,1.75,1.78,1.78,2464,1229,2,83.42%,1/7/2019
AAPL,147.93,Put,130,1/11/2019,4,0.03,0.04,0.04,0.04,3292,1646,2,56.27%,1/7/2019
AAPL,147.93,Call,148,1/18/2019,11,3.45,3.55,3.65,3.55,3388,1698,2,34.36%,1/7/2019
TSLA,334.96,Put,300,1/11/2019,4,0.55,0.57,0.59,0.57,3710,1857,2,67.62%,1/7/2019
TSLA,334.96,Put,302.5,1/11/2019,4,0.64,0.69,0.74,0.69,584,294,1.99,66.36%,1/7/2019
PODD,74.21,Call,80,2/15/2019,39,2.5,2.8,3.1,2.65,597,300,1.99,49.20%,1/7/2019
AKS,2.57,Call,3,1/11/2019,4,0.01,0.02,0.02,0.02,831,418,1.99,122.88%,1/7/2019
FB,138.05,Put,135,1/11/2019,4,1.07,1.18,1.29,1.21,3207,1608,1.99,43.03%,1/7/2019
AMZN,1629.51,Call,1660,1/11/2019,4,15.45,16.63,17.8,16.85,874,441,1.98,42.86%,1/7/2019
CVS,68.61,Put,75,5/17/2019,130,8.7,8.8,8.9,8.6,1173,591,1.98,31.47%,1/7/2019
AAPL,147.93,Put,150,1/11/2019,4,3.3,3.38,3.45,3.4,4078,2056,1.98,36.12%,1/7/2019
VALE,13.83,Call,15.5,1/18/2019,11,0.04,0.05,0.06,0.06,501,254,1.97,50.59%,1/7/2019
HUN,20.72,Call,22,2/15/2019,39,0.55,0.63,0.7,0.69,525,267,1.97,43.17%,1/7/2019
AAPL,147.93,Put,134,1/11/2019,4,0.07,0.08,0.08,0.08,616,313,1.97,49.76%,1/7/2019
DDD,10.84,Call,11,1/18/2019,11,0.37,0.41,0.45,0.42,1169,597,1.96,65.04%,1/7/2019
INTC,47.44,Call,49,1/11/2019,4,0.18,0.2,0.22,0.22,2902,1484,1.96,37.42%,1/7/2019
SQ,60.72,Call,59,1/11/2019,4,2.64,2.71,2.78,2.7,977,501,1.95,67.63%,1/7/2019
AAPL,147.93,Put,147,1/18/2019,11,2.94,3.05,3.15,3.05,4950,2535,1.95,34.84%,1/7/2019
NVDA,143.4,Call,145,2/15/2019,39,10.95,11.08,11.2,11.12,3240,1671,1.94,62.32%,1/7/2019
MU,34,Call,35,1/11/2019,4,0.39,0.4,0.41,0.4,4517,2334,1.94,55.47%,1/7/2019
TME,12.81,Put,12,2/15/2019,39,0.8,0.88,0.95,0.9,522,271,1.93,79.48%,1/7/2019
WFC,47.64,Call,48.5,1/11/2019,4,0.25,0.28,0.31,0.3,1010,525,1.92,31.63%,1/7/2019
SQ,60.72,Call,65,1/11/2019,4,0.34,0.36,0.38,0.39,1301,677,1.92,66.94%,1/7/2019
VZ,56.72,Put,56.5,1/18/2019,11,0.97,1.01,1.04,0.93,650,341,1.91,27.05%,1/7/2019
TGT,69.68,Put,65,2/15/2019,39,1.24,1.28,1.32,1.25,1178,616,1.91,35.39%,1/7/2019
DGX,82.64,Call,85,1/18/2019,11,0.7,0.78,0.85,0.9,1775,927,1.91,31.34%,1/7/2019
DIS,110.56,Call,111,1/11/2019,4,0.91,0.94,0.96,0.92,564,297,1.9,24.00%,1/7/2019
BA,328.11,Put,320,1/11/2019,4,2.26,2.42,2.58,2.35,687,362,1.9,40.73%,1/7/2019
BBBY,12.08,Call,12,1/11/2019,4,0.91,0.96,1,1,1056,557,1.9,190.76%,1/7/2019
AVGO,237.98,Call,270,4/18/2019,101,5.9,6.05,6.2,6.05,3490,1838,1.9,32.00%,1/7/2019
MU,34,Call,36.5,1/11/2019,4,0.1,0.12,0.13,0.1,1538,815,1.89,53.88%,1/7/2019
AMD,20.57,Call,20,1/11/2019,4,1.15,1.16,1.16,1.16,14367,7600,1.89,99.28%,1/7/2019
JNJ,127.01,Call,130,1/11/2019,4,0.35,0.36,0.37,0.35,1730,922,1.88,24.93%,1/7/2019
BABA,143.1,Put,136,1/11/2019,4,0.53,0.56,0.59,0.5,566,303,1.87,46.15%,1/7/2019
ROKU,42.18,Call,46,1/18/2019,11,1.03,1.1,1.16,1.1,1015,542,1.87,83.92%,1/7/2019
KKR,20.69,Put,20,1/18/2019,11,0.3,0.33,0.35,0.35,2073,1106,1.87,45.67%,1/7/2019
CAT,128.23,Put,125,1/11/2019,4,1.1,1.18,1.25,1.1,577,310,1.86,45.16%,1/7/2019
TWTR,31.34,Put,29.5,1/11/2019,4,0.18,0.2,0.21,0.25,774,416,1.86,69.58%,1/7/2019
NVDA,143.4,Call,146,1/11/2019,4,2.67,2.74,2.8,2.75,1607,865,1.86,64.46%,1/7/2019
IQ,17.22,Call,17,1/18/2019,11,0.86,0.88,0.9,0.87,2289,1229,1.86,63.06%,1/7/2019
BIDU,162.6,Call,165,1/11/2019,4,1.8,1.93,2.05,2,1327,719,1.85,44.30%,1/7/2019
NVDA,143.4,Call,140,1/25/2019,18,8.85,9.05,9.25,9.27,958,520,1.84,58.45%,1/7/2019
TGT,69.68,Call,72,1/18/2019,11,0.98,1.03,1.07,1.04,1143,623,1.83,40.09%,1/7/2019
AMAT,34.3,Call,35,2/15/2019,39,1.71,1.75,1.78,1.83,700,385,1.82,46.85%,1/7/2019
MA,191.22,Call,140,1/18/2019,11,50.6,51.13,51.65,52.15,2180,1200,1.82,114.57%,1/7/2019
BAC,25.56,Put,22,3/15/2019,67,0.33,0.35,0.36,0.34,4924,2717,1.81,37.66%,1/7/2019
NVDA,143.4,Put,124,1/18/2019,11,0.68,0.71,0.74,0.67,532,295,1.8,64.50%,1/7/2019
T,30.89,Call,32,1/11/2019,4,0.02,0.03,0.03,0.03,1235,687,1.8,24.11%,1/7/2019
TSLA,334.96,Put,310,1/11/2019,4,1.23,1.28,1.32,1.32,1875,1039,1.8,64.13%,1/7/2019
DDD,10.84,Call,11,1/11/2019,4,0.17,0.23,0.28,0.26,574,320,1.79,72.91%,1/7/2019
GE,8.74,Put,9,2/15/2019,39,0.75,0.77,0.78,0.75,847,473,1.79,54.41%,1/7/2019
TEVA,17.67,Put,17.5,1/11/2019,4,0.29,0.32,0.34,0.29,922,515,1.79,50.57%,1/7/2019
CSX,62.45,Call,62.5,2/15/2019,39,2.83,2.92,3,2.98,1301,727,1.79,35.73%,1/7/2019
X,20.45,Put,21,4/18/2019,101,2.29,2.33,2.36,2.17,4095,2290,1.79,45.72%,1/7/2019
NFLX,315.34,Put,310,2/15/2019,39,22.2,22.45,22.7,21.83,523,293,1.78,61.18%,1/7/2019
NFLX,315.34,Call,302.5,1/11/2019,4,15.75,16.25,16.75,16.83,699,392,1.78,69.06%,1/7/2019
BIDU,162.6,Call,170,1/18/2019,11,1.9,1.95,2,1.89,1876,1054,1.78,40.33%,1/7/2019
MSFT,102.06,Put,101,1/11/2019,4,1.05,1.1,1.15,1.1,2613,1472,1.78,37.44%,1/7/2019
AABA,59.64,Call,65,2/15/2019,39,0.81,0.92,1.02,1,569,322,1.77,35.42%,1/7/2019
AAPL,147.93,Put,125,2/1/2019,25,0.4,0.5,0.6,0.58,573,323,1.77,46.04%,1/7/2019
NTNX,44.92,Call,42.5,4/18/2019,101,6.8,6.95,7.1,7,605,342,1.77,60.53%,1/7/2019
FB,138.05,Put,134,1/11/2019,4,0.88,0.93,0.98,0.94,1393,787,1.77,43.40%,1/7/2019
BABA,143.1,Call,150,2/1/2019,25,3.9,3.98,4.05,4.05,1638,927,1.77,44.83%,1/7/2019
F,8.29,Put,8.5,1/18/2019,11,0.35,0.36,0.37,0.36,1795,1012,1.77,42.28%,1/7/2019
MU,34,Put,31,4/18/2019,101,2.2,2.24,2.27,2.18,6165,3485,1.77,52.82%,1/7/2019
PYPL,86.93,Call,87.5,1/11/2019,4,1.04,1.08,1.12,1.17,548,314,1.75,39.11%,1/7/2019
MA,191.22,Call,145,1/18/2019,11,46,46.33,46.65,47.15,1202,688,1.75,103.83%,1/7/2019
BMY,48.41,Put,43,6/21/2019,165,2,2.08,2.15,1.95,2514,1439,1.75,35.40%,1/7/2019
AMD,20.57,Put,16,3/15/2019,67,0.76,0.78,0.8,0.78,1395,800,1.74,78.78%,1/7/2019
C,55.61,Call,56,1/11/2019,4,0.64,0.67,0.7,0.76,1816,1043,1.74,40.09%,1/7/2019
NFLX,315.34,Put,175,1/17/2020,375,5.5,7.95,10.4,7.85,2520,1449,1.74,53.77%,1/7/2019
TEVA,17.67,Call,26,3/15/2019,67,0.05,0.08,0.11,0.06,5213,2991,1.74,48.77%,1/7/2019
CHK,2.37,Call,2.5,1/11/2019,4,0.03,0.04,0.05,0.04,5569,3209,1.74,88.83%,1/7/2019
BABA,143.1,Call,145,1/11/2019,4,1.77,1.79,1.81,1.98,6199,3558,1.74,46.72%,1/7/2019
T,30.89,Put,31,1/11/2019,4,0.69,0.72,0.74,0.64,905,524,1.73,45.57%,1/7/2019
ZUO,19.49,Call,25,6/21/2019,165,1.55,1.63,1.7,1.66,1794,1040,1.73,62.96%,1/7/2019
SQ,60.72,Call,62,1/11/2019,4,1.1,1.12,1.14,1.11,1059,617,1.72,64.98%,1/7/2019
MSFT,102.06,Put,99.5,1/11/2019,4,0.63,0.67,0.7,0.65,815,478,1.71,38.70%,1/7/2019
NFLX,315.34,Put,280,1/11/2019,4,0.5,0.55,0.6,0.55,3075,1799,1.71,72.18%,1/7/2019
CROX,29.17,Call,30,1/18/2019,11,0.8,0.9,1,0.84,635,374,1.7,58.57%,1/7/2019
AAPL,147.93,Put,138,1/18/2019,11,0.67,0.7,0.73,0.71,692,408,1.7,38.36%,1/7/2019
AAL,32.95,Call,33,1/11/2019,4,0.7,0.74,0.78,0.92,917,539,1.7,68.25%,1/7/2019
BKS,7.57,Call,8,2/15/2019,39,0.4,0.45,0.5,0.45,1781,1049,1.7,62.46%,1/7/2019
ADSK,132.72,Put,115,1/18/2019,11,0.46,0.71,0.95,0.47,2765,1624,1.7,59.46%,1/7/2019
AMD,20.57,Put,18.5,1/11/2019,4,0.18,0.19,0.19,0.19,5480,3233,1.7,105.07%,1/7/2019
MSFT,102.06,Call,103,1/11/2019,4,1.05,1.11,1.16,1.07,5544,3257,1.7,34.55%,1/7/2019
TSLA,334.96,Call,357.5,1/11/2019,4,1.28,1.34,1.4,1.39,727,430,1.69,56.17%,1/7/2019
NFLX,315.34,Put,275,1/11/2019,4,0.3,0.38,0.45,0.34,2067,1223,1.69,73.61%,1/7/2019
FCAU,15.18,Put,10,1/17/2020,375,0.35,0.4,0.45,0.4,19393,11456,1.69,42.59%,1/7/2019
SBUX,63.57,Put,63,1/18/2019,11,0.8,0.83,0.86,0.76,701,418,1.68,23.82%,1/7/2019
HCHC,3.09,Call,5,8/16/2019,221,0.2,0.33,0.45,0.35,500,300,1.67,84.25%,1/7/2019
PEP,109.53,Call,115,2/15/2019,39,1.12,1.16,1.19,1.21,845,505,1.67,21.36%,1/7/2019
FB,138.05,Call,139,1/11/2019,4,1.7,1.78,1.86,1.68,2624,1570,1.67,36.33%,1/7/2019
GE,8.74,Call,8.5,1/11/2019,4,0.36,0.37,0.37,0.37,31787,19077,1.67,63.46%,1/7/2019
MS,41.71,Call,42,1/11/2019,4,0.48,0.52,0.56,0.57,631,379,1.66,40.03%,1/7/2019
DAL,47.85,Call,50,1/11/2019,4,0.09,0.12,0.14,0.16,677,408,1.66,40.22%,1/7/2019
DAL,47.85,Put,47,1/11/2019,4,0.41,0.47,0.53,0.44,807,485,1.66,40.36%,1/7/2019
T,30.89,Put,29.5,1/18/2019,11,0.2,0.21,0.22,0.22,1103,664,1.66,34.27%,1/7/2019
MU,34,Call,33.5,1/11/2019,4,1.07,1.1,1.12,1.11,4237,2548,1.66,58.88%,1/7/2019
ADNT,16.37,Call,17,3/15/2019,67,1.75,1.78,1.8,1.75,551,333,1.65,70.86%,1/7/2019
AMZN,1629.51,Call,1580,1/11/2019,4,60.55,61.63,62.7,63.93,879,532,1.65,49.36%,1/7/2019
X,20.45,Put,19.5,1/11/2019,4,0.2,0.22,0.23,0.2,1298,785,1.65,66.10%,1/7/2019
AAPL,147.93,Put,138,1/11/2019,4,0.17,0.2,0.22,0.2,1778,1079,1.65,44.72%,1/7/2019
CELG,87.52,Put,75,1/15/2021,739,4.65,5.83,7,5.25,564,343,1.64,26.62%,1/7/2019
DO,11.16,Put,10,6/21/2019,165,1.2,1.23,1.26,1.24,3049,1859,1.64,64.92%,1/7/2019
JPM,100.76,Call,103,1/11/2019,4,0.35,0.37,0.39,0.37,1223,752,1.63,27.09%,1/7/2019
X,20.45,Call,21.5,1/11/2019,4,0.19,0.21,0.22,0.24,2634,1615,1.63,71.80%,1/7/2019
AMZN,1629.51,Put,1510,1/11/2019,4,2.74,2.95,3.15,2.97,536,333,1.61,51.49%,1/7/2019
ROKU,42.18,Put,29,3/15/2019,67,1.07,1.16,1.25,1.25,651,405,1.61,93.07%,1/7/2019
CRBP,7.8,Call,7.5,7/19/2019,193,1.85,1.98,2.1,1.95,1031,639,1.61,79.84%,1/7/2019
SQ,60.72,Put,57.5,1/11/2019,4,0.58,0.61,0.64,0.61,623,390,1.6,72.15%,1/7/2019
AAPL,147.93,Put,137,1/11/2019,4,0.12,0.15,0.17,0.16,1142,712,1.6,46.06%,1/7/2019
BMY,48.41,Call,67.5,6/21/2019,165,0.42,0.54,0.65,0.54,1736,1088,1.6,35.04%,1/7/2019
SGMS,19.66,Call,24,1/18/2019,11,0.15,0.2,0.25,0.15,500,315,1.59,87.88%,1/7/2019
CGC,28.9,Call,29,1/11/2019,4,0.62,0.67,0.72,0.66,995,627,1.59,58.27%,1/7/2019
NFLX,315.34,Call,300,1/11/2019,4,17.65,18.18,18.7,18.6,3095,1942,1.59,68.62%,1/7/2019
NVDA,143.4,Call,142,1/18/2019,11,6.6,6.73,6.85,6.77,624,396,1.58,60.52%,1/7/2019
KBH,21,Put,16,1/18/2019,11,0,0.04,0.07,0.04,807,515,1.57,87.49%,1/7/2019
NVDA,143.4,Put,120,2/15/2019,39,3.45,3.53,3.6,3.45,1813,1156,1.57,68.49%,1/7/2019
BBD,10.85,Put,11,3/15/2019,67,0.8,0.82,0.83,0.8,672,432,1.56,40.55%,1/7/2019
NFLX,315.34,Put,287.5,1/11/2019,4,0.96,1.04,1.11,0.93,724,464,1.56,67.27%,1/7/2019
TLRY,71.9,Call,72,1/11/2019,4,1.57,1.86,2.14,1.8,726,464,1.56,61.19%,1/7/2019
MTCH,43.37,Put,23,6/21/2019,165,0.35,0.5,0.65,0.53,885,567,1.56,69.07%,1/7/2019
NVDA,143.4,Put,139,1/11/2019,4,2.03,2.13,2.22,2.07,950,610,1.56,66.09%,1/7/2019
ABT,69.13,Call,72.5,5/17/2019,130,2.53,2.63,2.73,2.6,987,633,1.56,22.44%,1/7/2019
XOM,71.52,Call,72,1/11/2019,4,0.56,0.59,0.61,0.68,1017,651,1.56,29.69%,1/7/2019
TSLA,334.96,Call,370,1/11/2019,4,0.43,0.48,0.52,0.44,505,325,1.55,57.51%,1/7/2019
SQ,60.72,Put,59,1/11/2019,4,0.96,1,1.03,0.93,552,355,1.55,66.29%,1/7/2019
MU,34,Put,24,1/11/2019,4,0,0.01,0.02,0.01,621,401,1.55,136.79%,1/7/2019
COST,207,Call,210,1/11/2019,4,1.39,1.49,1.59,1.58,827,533,1.55,32.23%,1/7/2019
INTC,47.44,Call,50,7/19/2019,193,2.94,3,3.05,2.99,1109,714,1.55,27.25%,1/7/2019
QCOM,56.44,Call,58.5,1/18/2019,11,0.4,0.45,0.5,0.5,1621,1044,1.55,31.60%,1/7/2019
SBUX,63.57,Put,64,1/11/2019,4,0.86,0.93,1,0.95,664,432,1.54,27.30%,1/7/2019
BAC,25.56,Put,25,8/16/2019,221,1.85,1.88,1.91,1.89,795,517,1.54,30.41%,1/7/2019
ATVI,48.5,Call,55,1/17/2020,375,5.25,5.33,5.4,5.3,1302,844,1.54,36.53%,1/7/2019
