Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
AMZN,1656.58,Put,1980.00,01/17/20,374,395.65,399.78,403.90,401.19,1442,392,3.68,34.48%,01/08/19
TLRY,83.26,Call,80.00,01/11/19,3,4.10,4.4,4.70,4.70,4260,1157,3.68,93.37%,01/08/19
MEET,5.49,Call,6.00,05/17/19,129,0.65,0.7,0.75,0.65,571,156,3.66,63.50%,01/08/19
T,31.28,Call,85.00,01/17/20,374,13.45,13.68,13.90,13.50,1100,302,3.64,174.79%,01/08/19
NVDA,139.83,Call,143.00,01/18/19,10,3.55,3.63,3.70,3.54,1137,314,3.62,52.69%,01/08/19
FB,142.53,Put,143.00,01/11/19,3,2.15,2.21,2.26,2.17,1230,340,3.62,37.67%,01/08/19
AXP,98.65,Call,103.00,01/18/19,10,0.64,0.75,0.86,0.60,511,142,3.6,31.12%,01/08/19
T,31.28,Call,27.50,01/25/19,17,3.70,3.78,3.85,3.60,700,195,3.59,0.00%,01/08/19
SQM,40.9,Put,41.00,04/18/19,100,2.80,3.55,4.30,3.30,1052,293,3.59,40.19%,01/08/19
KSS,69.18,Call,69.00,01/11/19,3,1.90,2.05,2.20,2.00,509,142,3.58,76.06%,01/08/19
ROKU,40.88,Call,41.00,01/11/19,3,1.19,1.34,1.48,1.37,2901,810,3.58,96.23%,01/08/19
MU,33.74,Put,22.00,02/15/19,38,0.07,0.08,0.08,0.09,536,150,3.57,73.81%,01/08/19
BABA,146.79,Put,143.00,01/11/19,3,0.89,0.93,0.97,0.87,1490,417,3.57,43.76%,01/08/19
VZ,58.38,Call,55.00,01/18/19,10,2.55,3,3.45,3.33,129154,36181,3.57,5.34%,01/08/19
HAIN,17.56,Put,17.00,01/18/19,10,0.25,0.3,0.35,0.35,1040,292,3.56,52.04%,01/08/19
BAC,25.51,Put,21.00,03/15/19,66,0.21,0.23,0.24,0.23,1367,384,3.56,39.95%,01/08/19
WDC,38.11,Call,42.50,02/15/19,38,1.00,1.03,1.05,1.07,852,240,3.55,51.80%,01/08/19
AAPL,150.75,Put,137.00,01/11/19,3,0.04,0.05,0.05,0.04,4524,1274,3.55,49.93%,01/08/19
CFX,20.81,Put,20.00,01/18/19,10,0.35,0.4,0.45,0.44,1709,483,3.54,58.31%,01/08/19
INTC,47.74,Put,47.00,01/25/19,17,1.32,1.37,1.41,1.54,702,199,3.53,47.03%,01/08/19
ZNGA,4.14,Put,3.50,02/15/19,38,0.03,0.06,0.08,0.04,1630,462,3.53,48.01%,01/08/19
ATVI,49.97,Put,47.50,01/18/19,10,0.43,0.49,0.54,0.52,514,147,3.5,44.78%,01/08/19
CGC,29.64,Put,28.50,01/11/19,3,0.30,0.33,0.35,0.34,874,250,3.5,74.56%,01/08/19
T,31.28,Call,23.00,01/17/20,374,8.15,8.25,8.35,8.25,3109,888,3.5,3.90%,01/08/19
TSLA,335.35,Call,327.50,01/11/19,3,11.05,11.38,11.70,11.50,1026,294,3.49,56.85%,01/08/19
F,8.37,Put,8.50,01/25/19,17,0.40,0.42,0.44,0.43,3354,962,3.49,50.72%,01/08/19
DIS,111.42,Put,111.00,01/11/19,3,0.69,0.74,0.79,0.70,791,228,3.47,22.53%,01/08/19
VALE,14.06,Call,14.00,06/21/19,164,1.31,1.39,1.46,1.36,2158,622,3.47,33.14%,01/08/19
X,20.7,Call,30.00,07/19/19,192,0.47,0.5,0.52,0.48,1011,292,3.46,42.86%,01/08/19
AAPL,150.75,Put,136.00,01/11/19,3,0.00,0.02,0.04,0.03,3351,969,3.46,51.12%,01/08/19
FB,142.53,Call,157.50,01/11/19,3,0.02,0.03,0.04,0.03,1299,376,3.45,49.28%,01/08/19
MS,41.45,Call,41.00,03/15/19,66,2.34,2.4,2.46,2.44,1015,296,3.43,29.95%,01/08/19
WMT,95.2,Put,95.00,01/11/19,3,0.70,0.73,0.75,0.70,1115,325,3.43,23.46%,01/08/19
FB,142.53,Call,141.00,01/11/19,3,2.86,2.91,2.96,2.91,6454,1886,3.42,39.65%,01/08/19
KMB,114.95,Put,105.00,02/15/19,38,0.80,0.9,1.00,0.93,603,177,3.41,29.89%,01/08/19
HGV,29.04,Call,30.00,04/18/19,100,1.90,2.05,2.20,1.50,500,147,3.4,29.93%,01/08/19
INGR,95.12,Put,95.00,01/18/19,10,1.40,1.5,1.60,1.55,500,147,3.4,26.25%,01/08/19
MSFT,102.8,Call,103.00,01/18/19,10,2.01,2.05,2.08,2.02,7807,2294,3.4,30.59%,01/08/19
PCG,17.56,Put,16.00,01/11/19,3,0.55,0.6,0.65,0.60,1103,325,3.39,202.57%,01/08/19
VZ,58.38,Call,53.00,01/18/19,10,4.50,5,5.50,5.20,3522,1038,3.39,0.00%,01/08/19
T,31.28,Call,31.50,01/11/19,3,0.09,0.1,0.10,0.08,12653,3732,3.39,14.52%,01/08/19
VZ,58.38,Call,52.50,01/18/19,10,5.30,5.68,6.05,5.85,64025,18897,3.39,0.00%,01/08/19
SRG,34.32,Put,33.00,01/18/19,10,0.75,1.2,1.65,1.60,521,156,3.34,99.53%,01/08/19
VZ,58.38,Call,55.00,01/11/19,3,2.85,3.38,3.90,3.45,2166,651,3.33,42.50%,01/08/19
PFE,43.43,Put,43.00,02/01/19,24,0.97,1.01,1.05,1.00,835,252,3.31,28.09%,01/08/19
BABA,146.79,Put,142.00,01/11/19,3,0.68,0.72,0.75,0.71,1401,423,3.31,45.69%,01/08/19
DE,156.92,Put,150.00,01/11/19,3,0.26,0.38,0.50,0.60,654,199,3.29,50.63%,01/08/19
T,31.28,Call,27.00,01/25/19,17,4.20,4.28,4.35,4.10,701,214,3.28,0.00%,01/08/19
ADBE,232.68,Call,235.00,02/15/19,38,9.20,9.38,9.55,9.73,1372,419,3.27,34.98%,01/08/19
TSLA,335.35,Put,320.00,01/11/19,3,1.74,1.82,1.89,1.80,5536,1693,3.27,58.72%,01/08/19
WM,92.34,Put,85.00,01/17/20,374,2.80,3,3.20,3.15,1000,307,3.26,19.94%,01/08/19
GE,8.56,Put,8.50,02/08/19,31,0.53,0.55,0.56,0.55,1214,374,3.25,59.63%,01/08/19
VZ,58.38,Call,57.50,01/11/19,3,0.20,0.67,1.13,0.85,2949,910,3.24,9.42%,01/08/19
FB,142.53,Call,145.00,01/11/19,3,0.96,0.98,1.00,0.98,14874,4624,3.22,37.73%,01/08/19
AAPL,150.75,Put,152.50,01/11/19,3,2.82,2.88,2.93,2.94,5487,1710,3.21,35.86%,01/08/19
CZR,7.49,Call,8.00,02/15/19,38,0.42,0.46,0.50,0.42,1863,582,3.2,63.75%,01/08/19
AAL,32.42,Put,32.50,01/11/19,3,0.68,0.71,0.73,0.69,1083,340,3.19,55.66%,01/08/19
TWTR,31.8,Put,29.50,01/11/19,3,0.07,0.08,0.08,0.08,1995,626,3.19,63.75%,01/08/19
VZ,58.38,Call,54.50,01/18/19,10,3.50,3.83,4.15,4.00,7700,2413,3.19,27.92%,01/08/19
GM,34.81,Put,33.50,01/18/19,10,0.43,0.45,0.47,0.47,643,202,3.18,44.35%,01/08/19
NG,3.99,Call,3.50,01/17/20,374,0.95,1.03,1.10,1.05,742,233,3.18,48.40%,01/08/19
UNP,150.75,Call,160.00,02/15/19,38,0.76,1.58,2.40,2.22,3406,1071,3.18,27.71%,01/08/19
NFLX,320.27,Call,325.00,01/11/19,3,4.35,4.4,4.45,4.40,9160,2894,3.17,55.38%,01/08/19
AMZN,1656.58,Call,1690.00,01/11/19,3,11.20,11.48,11.75,11.58,1076,342,3.15,40.73%,01/08/19
NAK,0.67,Call,1.00,05/17/19,129,0.10,0.15,0.20,0.10,4170,1330,3.14,117.89%,01/08/19
CIM,18.09,Call,19.00,06/21/19,164,0.35,0.38,0.40,0.36,10079,3208,3.14,12.90%,01/08/19
DVN,25.55,Put,24.00,04/18/19,100,1.72,1.75,1.77,1.72,1117,357,3.13,48.60%,01/08/19
DE,156.92,Put,152.50,01/18/19,10,1.58,1.66,1.73,1.73,1257,402,3.13,34.76%,01/08/19
VZ,58.38,Call,59.00,01/11/19,3,0.09,0.11,0.13,0.11,2021,645,3.13,15.43%,01/08/19
TSLA,335.35,Put,332.50,01/11/19,3,5.15,5.33,5.50,5.50,810,260,3.12,56.87%,01/08/19
NVDA,139.83,Put,138.00,01/18/19,10,4.10,4.18,4.25,4.25,616,199,3.1,56.33%,01/08/19
FEYE,16.61,Call,16.50,01/11/19,3,0.31,0.36,0.41,0.33,738,238,3.1,44.96%,01/08/19
VZ,58.38,Call,53.50,01/18/19,10,4.50,4.83,5.15,4.80,1981,641,3.09,0.00%,01/08/19
BA,340.53,Put,330.00,01/11/19,3,1.35,1.41,1.47,1.41,1061,345,3.08,41.52%,01/08/19
TSLA,335.35,Call,345.00,02/15/19,38,23.20,23.4,23.60,22.70,844,275,3.07,61.34%,01/08/19
TDC,39.92,Call,40.00,04/18/19,100,2.70,2.75,2.80,2.75,575,188,3.06,31.62%,01/08/19
TEVA,17.68,Call,19.00,06/21/19,164,1.59,1.65,1.71,1.65,2010,658,3.05,44.13%,01/08/19
BABA,146.79,Call,148.00,01/11/19,3,1.76,1.8,1.84,1.89,1881,619,3.04,45.63%,01/08/19
VZ,58.38,Call,57.00,01/11/19,3,1.09,1.26,1.42,1.09,4850,1600,3.03,0.00%,01/08/19
SQ,63.12,Call,64.00,01/11/19,3,1.01,1.04,1.06,1.03,2270,751,3.02,61.81%,01/08/19
TSLA,335.35,Call,317.50,01/11/19,3,18.70,19.23,19.75,18.85,741,246,3.01,51.94%,01/08/19
BAC,25.51,Call,26.00,02/22/19,45,0.81,0.86,0.91,0.71,1127,374,3.01,24.82%,01/08/19
VZ,58.38,Call,48.00,01/18/19,10,10.00,10.3,10.60,10.25,723,243,2.98,0.00%,01/08/19
WDC,38.11,Call,38.50,01/18/19,10,1.02,1.05,1.08,1.06,561,189,2.97,48.70%,01/08/19
JD,22.95,Put,22.50,01/18/19,10,0.59,0.61,0.63,0.63,1322,445,2.97,56.26%,01/08/19
ATVI,49.97,Put,37.50,05/17/19,129,0.77,0.84,0.90,0.86,601,203,2.96,46.68%,01/08/19
MDT,83.03,Put,82.50,02/15/19,38,2.32,2.36,2.39,2.35,1067,360,2.96,25.63%,01/08/19
VZ,58.38,Call,54.00,01/11/19,3,4.10,4.45,4.80,4.30,1814,612,2.96,0.00%,01/08/19
SNAP,6.4,Call,8.00,03/15/19,66,0.23,0.25,0.26,0.26,595,202,2.95,67.15%,01/08/19
MU,33.74,Put,34.50,01/11/19,3,1.08,1.1,1.12,1.31,677,230,2.94,71.65%,01/08/19
BBBY,11.78,Call,37.50,02/15/19,38,0.02,0.03,0.04,0.02,728,248,2.94,144.01%,01/08/19
AMZN,1656.58,Put,1550.00,01/11/19,3,2.21,2.36,2.50,2.43,2999,1019,2.94,50.83%,01/08/19
WFC,47.54,Call,49.00,01/18/19,10,0.51,0.53,0.55,0.53,1349,464,2.91,34.43%,01/08/19
NFLX,320.27,Put,300.00,01/11/19,3,1.17,1.22,1.27,1.20,8404,2888,2.91,64.68%,01/08/19
ARWR,14.5,Call,15.00,02/15/19,38,1.25,1.35,1.45,1.32,516,178,2.9,81.27%,01/08/19
AMD,20.75,Put,22.00,01/11/19,3,1.45,1.52,1.58,1.53,568,196,2.9,96.94%,01/08/19
FB,142.53,Put,141.00,01/18/19,10,2.54,2.59,2.63,2.56,759,263,2.89,35.46%,01/08/19
BAC,25.51,Put,28.00,01/11/19,3,2.41,2.56,2.71,2.56,1717,594,2.89,76.33%,01/08/19
MDCO,19.3,Put,10.00,01/17/20,374,4.00,4.35,4.70,4.60,1131,393,2.88,170.94%,01/08/19
FB,142.53,Put,80.00,03/15/19,66,0.06,0.08,0.09,0.10,500,174,2.87,59.74%,01/08/19
TLRY,83.26,Call,66.50,01/11/19,3,15.80,16.6,17.40,16.70,576,201,2.87,81.32%,01/08/19
MPC,62.87,Call,55.00,06/21/19,164,10.40,10.53,10.65,10.50,622,217,2.87,32.56%,01/08/19
TSLA,335.35,Call,312.50,01/11/19,3,23.20,23.73,24.25,24.00,682,238,2.87,65.13%,01/08/19
ROKU,40.88,Put,37.00,01/11/19,3,0.26,0.28,0.30,0.25,1374,478,2.87,101.24%,01/08/19
TSLA,335.35,Put,335.00,01/11/19,3,6.15,6.38,6.60,6.40,1567,553,2.83,54.57%,01/08/19
DIS,111.42,Put,110.00,01/11/19,3,0.43,0.46,0.48,0.44,859,305,2.82,25.02%,01/08/19
EBAY,30,Call,31.00,01/11/19,3,0.03,0.05,0.07,0.06,850,302,2.81,32.32%,01/08/19
DE,156.92,Call,175.00,01/18/19,10,0.06,0.09,0.12,0.08,2783,991,2.81,32.95%,01/08/19
DAL,47.47,Call,47.50,01/11/19,3,0.59,0.66,0.72,0.57,524,187,2.8,33.73%,01/08/19
TWTR,31.8,Put,31.50,01/18/19,10,0.87,0.89,0.91,0.90,621,222,2.8,50.51%,01/08/19
MCD,180.6,Call,180.00,01/11/19,3,1.78,1.86,1.93,2.15,669,239,2.8,27.76%,01/08/19
JNJ,129.96,Call,132.00,01/11/19,3,0.26,0.3,0.34,0.29,1063,380,2.8,20.80%,01/08/19
NVDA,139.83,Put,133.00,01/11/19,3,0.77,0.83,0.88,0.85,1118,399,2.8,64.20%,01/08/19
NFLX,320.27,Put,297.50,01/11/19,3,0.92,0.97,1.01,0.96,1140,407,2.8,66.00%,01/08/19
TSLA,335.35,Put,322.50,01/11/19,3,2.16,2.28,2.40,2.40,794,285,2.79,59.37%,01/08/19
BBBY,11.78,Call,13.00,01/18/19,10,0.55,0.58,0.60,0.56,1303,467,2.79,129.52%,01/08/19
GME,15.81,Call,18.00,02/15/19,38,0.42,0.45,0.48,0.44,2019,725,2.78,56.40%,01/08/19
T,31.28,Call,29.00,01/25/19,17,2.21,2.27,2.32,2.31,6023,2173,2.77,13.07%,01/08/19
CRM,145.72,Call,147.00,01/11/19,3,1.45,1.51,1.56,1.53,698,253,2.76,39.55%,01/08/19
AMZN,1656.58,Call,1630.00,01/11/19,3,39.00,40.88,42.75,40.50,1442,522,2.76,41.57%,01/08/19
TIF,86.97,Put,80.00,02/15/19,38,1.63,1.7,1.77,1.74,1665,605,2.75,41.51%,01/08/19
FB,142.53,Call,142.00,01/18/19,10,3.60,3.68,3.75,3.70,4738,1720,2.75,35.86%,01/08/19
KBR,17.15,Call,18.00,03/15/19,66,0.75,0.8,0.85,0.80,506,185,2.74,38.29%,01/08/19
BA,340.53,Call,342.50,01/11/19,3,3.45,3.63,3.80,3.72,735,268,2.74,37.26%,01/08/19
KHC,45.37,Call,42.50,04/18/19,100,4.20,4.35,4.50,4.30,2175,794,2.74,25.74%,01/08/19
AMZN,1656.58,Call,1680.00,01/11/19,3,14.40,14.7,15.00,14.30,2240,817,2.74,39.91%,01/08/19
BABA,146.79,Put,141.00,01/11/19,3,0.50,0.54,0.58,0.54,627,230,2.73,46.37%,01/08/19
SYY,62.78,Call,65.00,02/15/19,38,1.00,1.1,1.20,1.13,3201,1171,2.73,24.09%,01/08/19
CHS,6.26,Put,5.00,01/18/19,10,0.05,0.1,0.15,0.10,7301,2676,2.73,134.16%,01/08/19
T,31.28,Call,20.00,04/18/19,100,11.15,11.28,11.40,11.10,500,184,2.72,0.00%,01/08/19
EROS,9.28,Call,10.00,06/21/19,164,1.25,1.38,1.50,1.25,736,271,2.72,60.00%,01/08/19
PHM,28.34,Call,28.50,01/18/19,10,0.54,0.59,0.64,0.57,615,227,2.71,33.91%,01/08/19
CGC,29.64,Call,30.00,01/11/19,3,0.62,0.64,0.65,0.63,2849,1050,2.71,73.63%,01/08/19
CHS,6.26,Call,7.00,01/18/19,10,0.15,0.18,0.20,0.15,530,196,2.7,95.86%,01/08/19
ACIA,41.66,Call,40.00,02/15/19,38,3.80,3.95,4.10,4.10,887,328,2.7,59.69%,01/08/19
BABA,146.79,Put,147.00,01/11/19,3,2.30,2.36,2.42,2.28,532,198,2.69,41.26%,01/08/19
NVDA,139.83,Call,144.00,01/18/19,10,3.15,3.23,3.30,3.20,846,316,2.68,53.03%,01/08/19
DAL,47.47,Call,48.00,01/11/19,3,0.37,0.43,0.48,0.41,1113,415,2.68,36.83%,01/08/19
MCD,180.6,Call,185.00,01/11/19,3,0.13,0.16,0.19,0.25,611,229,2.67,23.28%,01/08/19
PG,92.46,Put,92.00,01/11/19,3,0.53,0.58,0.63,0.54,640,240,2.67,22.70%,01/08/19
STZ,172.34,Put,155.00,01/11/19,3,0.50,0.55,0.60,0.54,1015,380,2.67,87.43%,01/08/19
SBUX,63.62,Call,64.50,01/11/19,3,0.20,0.24,0.27,0.25,750,282,2.66,25.17%,01/08/19
VZ,58.38,Call,55.50,01/18/19,10,2.63,2.97,3.30,3.00,2549,957,2.66,22.04%,01/08/19
MSFT,102.8,Put,103.00,01/11/19,3,1.19,1.24,1.29,1.30,6375,2396,2.66,32.53%,01/08/19
USAT,4.8,Call,5.00,01/18/19,10,0.25,0.33,0.40,0.40,1775,669,2.65,152.47%,01/08/19
BIDU,163.4,Call,165.00,01/11/19,3,1.71,1.81,1.90,1.83,2923,1104,2.65,42.67%,01/08/19
BLL,46.91,Put,45.00,01/18/19,10,0.20,0.25,0.30,0.25,1093,414,2.64,30.04%,01/08/19
MRVL,16.69,Put,14.00,02/15/19,38,0.10,0.13,0.16,0.15,516,196,2.63,48.49%,01/08/19
NVDA,139.83,Call,139.00,01/11/19,3,3.40,3.5,3.60,3.40,1543,590,2.62,58.47%,01/08/19
TWTR,31.8,Put,10.00,01/17/20,374,0.22,0.24,0.26,0.24,2021,771,2.62,70.59%,01/08/19
TWTR,31.8,Put,25.50,01/18/19,10,0.03,0.04,0.04,0.04,1412,542,2.61,71.52%,01/08/19
ROKU,40.88,Put,40.00,01/11/19,3,0.95,1.01,1.06,1.05,3878,1487,2.61,99.30%,01/08/19
BIDU,163.4,Put,160.00,02/15/19,38,6.85,7,7.15,7.00,558,215,2.6,42.44%,01/08/19
GPRO,4.73,Put,4.00,01/11/19,3,0.01,0.02,0.03,0.02,671,258,2.6,133.78%,01/08/19
T,31.28,Call,29.00,01/11/19,3,2.21,2.27,2.32,2.29,3565,1371,2.6,35.34%,01/08/19
FB,142.53,Call,144.00,01/11/19,3,1.32,1.35,1.38,1.35,6690,2589,2.58,38.32%,01/08/19
MAT,11.74,Put,11.50,01/18/19,10,0.30,0.35,0.40,0.35,977,380,2.57,60.53%,01/08/19
DLPH,15.89,Call,17.50,02/15/19,38,0.65,0.68,0.70,0.67,1192,464,2.57,60.86%,01/08/19
FB,142.53,Put,134.00,02/01/19,24,3.25,3.35,3.45,3.42,505,197,2.56,49.23%,01/08/19
ADBE,232.68,Call,280.00,01/17/20,374,16.20,16.35,16.50,16.32,1067,416,2.56,31.71%,01/08/19
BMY,47.99,Call,55.00,04/18/19,100,1.19,1.25,1.30,1.06,1842,719,2.56,31.58%,01/08/19
EXPR,5.57,Put,5.00,01/18/19,10,0.10,0.15,0.20,0.15,2589,1011,2.56,105.72%,01/08/19
SPG,173.18,Put,150.00,02/15/19,38,0.82,0.93,1.03,1.15,500,196,2.55,38.38%,01/08/19
DHI,37.25,Call,38.00,01/18/19,10,0.57,0.62,0.67,0.60,1503,590,2.55,36.84%,01/08/19
AMD,20.75,Put,20.00,01/11/19,3,0.42,0.43,0.43,0.39,15030,5890,2.55,95.59%,01/08/19
TSLA,335.35,Put,340.00,01/11/19,3,8.85,9.18,9.50,9.37,1106,435,2.54,56.07%,01/08/19
OAS,6.42,Put,7.00,02/15/19,38,0.85,0.93,1.00,0.92,550,217,2.53,69.77%,01/08/19
BA,340.53,Call,345.00,01/11/19,3,2.46,2.61,2.75,2.70,1709,676,2.53,36.80%,01/08/19
NFLX,320.27,Call,315.00,01/11/19,3,9.50,9.7,9.90,9.50,6518,2585,2.52,56.40%,01/08/19
NVDA,139.83,Put,124.00,01/11/19,3,0.07,0.08,0.08,0.07,946,377,2.51,66.82%,01/08/19
SQ,63.12,Call,62.00,01/11/19,3,2.04,2.09,2.14,2.04,1874,747,2.51,61.88%,01/08/19
WDC,38.11,Call,37.50,01/11/19,3,1.07,1.1,1.12,1.17,850,340,2.5,60.25%,01/08/19
FB,142.53,Put,138.00,01/11/19,3,0.50,0.53,0.56,0.52,2910,1164,2.5,40.20%,01/08/19
RUN,10.71,Call,11.00,01/18/19,10,0.30,0.35,0.40,0.45,572,230,2.49,80.97%,01/08/19
FCX,11.2,Put,8.00,08/16/19,220,0.34,0.36,0.37,0.38,600,241,2.49,51.43%,01/08/19
FB,142.53,Call,155.00,02/01/19,24,2.14,2.19,2.24,2.15,977,393,2.49,42.81%,01/08/19
T,31.28,Call,29.50,01/11/19,3,1.73,1.78,1.82,1.85,5349,2145,2.49,49.96%,01/08/19
TSLA,335.35,Call,345.00,01/11/19,3,2.71,2.82,2.92,2.83,2981,1201,2.48,53.07%,01/08/19
AMD,20.75,Call,21.00,01/11/19,3,0.62,0.63,0.63,0.63,15142,6104,2.48,98.86%,01/08/19
T,31.28,Call,27.00,01/11/19,3,4.20,4.28,4.35,4.10,501,203,2.47,0.00%,01/08/19
MCD,180.6,Call,195.00,02/01/19,24,0.36,0.45,0.54,0.54,584,236,2.47,23.01%,01/08/19
GM,34.81,Put,34.50,01/11/19,3,0.56,0.58,0.59,0.55,783,317,2.47,55.68%,01/08/19
TLRY,83.26,Call,60.00,01/18/19,10,21.55,23.45,25.35,23.20,1819,736,2.47,30.47%,01/08/19
ROKU,40.88,Put,34.00,01/11/19,3,0.08,0.12,0.15,0.12,527,214,2.46,132.35%,01/08/19
T,31.28,Call,27.50,01/11/19,3,3.70,3.78,3.85,3.65,783,318,2.46,0.00%,01/08/19
TSLA,335.35,Put,325.00,01/11/19,3,2.71,2.79,2.86,2.78,2527,1026,2.46,56.56%,01/08/19
TSLA,335.35,Call,340.00,01/11/19,3,4.35,4.45,4.55,4.50,4287,1740,2.46,53.49%,01/08/19
AAPL,150.75,Put,146.00,01/11/19,3,0.50,0.52,0.53,0.52,7252,2951,2.46,39.15%,01/08/19
INTC,47.74,Put,43.50,01/11/19,3,0.01,0.02,0.03,0.03,502,206,2.44,55.97%,01/08/19
T,31.28,Call,23.00,02/15/19,38,8.15,8.28,8.40,8.10,600,246,2.44,0.00%,01/08/19
BIDU,163.4,Call,162.50,01/11/19,3,2.72,2.94,3.15,3.02,1514,620,2.44,42.80%,01/08/19
MSFT,102.8,Put,103.00,01/18/19,10,2.06,2.12,2.17,2.12,2610,1069,2.44,30.36%,01/08/19
TSLA,335.35,Put,305.00,01/11/19,3,0.44,0.47,0.49,0.46,5175,2118,2.44,66.13%,01/08/19
GS,175.37,Call,220.00,06/21/19,164,1.41,1.51,1.60,1.30,810,333,2.43,23.77%,01/08/19
PBR,15.2,Call,16.00,01/25/19,17,0.24,0.27,0.29,0.24,661,273,2.42,40.44%,01/08/19
CROX,30.12,Put,29.00,01/18/19,10,0.60,0.73,0.85,0.75,787,325,2.42,63.53%,01/08/19
FB,142.53,Call,141.00,01/18/19,10,4.15,4.23,4.30,4.27,2147,887,2.42,36.17%,01/08/19
T,31.28,Call,25.00,02/15/19,38,6.20,6.28,6.35,6.15,840,350,2.4,0.00%,"15:10 ET"
TWLO,97.6,Call,102.00,01/11/19,3,0.96,1.04,1.12,0.90,623,261,2.39,69.36%,"15:57 ET"
VALE,14.06,Put,13.00,06/21/19,164,1.02,1.05,1.08,1.08,5012,2101,2.39,45.34%,"13:25 ET"
VZ,58.38,Call,58.00,01/11/19,3,0.27,0.35,0.43,0.39,4469,1875,2.38,2.65%,"16:14 ET"
AMZN,1656.58,Put,1580.00,01/11/19,3,4.00,5.45,6.90,4.62,937,395,2.37,47.14%,"16:13 ET"
FB,142.53,Call,143.00,01/18/19,10,3.10,3.15,3.20,3.08,2829,1192,2.37,34.53%,"16:12 ET"
INFN,4.39,Call,4.50,01/18/19,10,0.15,0.18,0.20,0.15,888,377,2.36,67.74%,"16:08 ET"
KHC,45.37,Call,47.50,04/18/19,100,1.60,1.65,1.70,1.65,2399,1018,2.36,25.11%,"15:59 ET"
UXIN,3.21,Put,5.00,01/18/19,10,1.70,1.85,2.00,1.97,2532,1073,2.36,291.08%,"12:35 ET"
VZ,58.38,Call,56.00,01/11/19,3,1.50,1.95,2.40,2.32,2752,1165,2.36,0.00%,"16:13 ET"
NFLX,320.27,Put,305.00,01/11/19,3,1.76,1.83,1.89,1.85,3535,1498,2.36,61.99%,"16:14 ET"
SQ,63.12,Call,65.00,01/11/19,3,0.66,0.68,0.70,0.69,2487,1058,2.35,61.88%,"16:14 ET"
TSLA,335.35,Call,337.50,01/11/19,3,5.40,5.53,5.65,5.50,1493,642,2.33,53.28%,"16:15 ET"
NVDA,139.83,Put,137.00,01/11/19,3,1.82,1.89,1.95,1.93,1624,698,2.33,63.09%,"16:14 ET"
T,31.28,Call,28.00,01/11/19,3,3.20,3.28,3.35,3.10,2796,1199,2.33,0.00%,"15:10 ET"
BIDU,163.4,Call,170.00,01/11/19,3,0.35,0.46,0.56,0.52,688,300,2.29,42.68%,"16:14 ET"
AAPL,150.75,Call,150.00,01/11/19,3,2.40,2.45,2.50,2.34,30558,13318,2.29,35.33%,"16:14 ET"
MSFT,102.8,Put,104.00,01/18/19,10,2.59,2.65,2.71,2.68,744,326,2.28,30.41%,"16:00 ET"
NVDA,139.83,Call,142.00,01/11/19,3,2.02,2.06,2.09,1.98,2197,965,2.28,57.39%,"16:14 ET"
T,31.28,Call,31.50,01/18/19,10,0.21,0.22,0.23,0.21,3760,1646,2.28,14.34%,"16:14 ET"
PCG,17.56,Put,16.00,01/18/19,10,0.85,0.95,1.05,1.00,6578,2891,2.28,151.28%,"16:11 ET"
CME,182.66,Call,190.00,01/25/19,17,0.95,1.6,2.25,1.45,690,304,2.27,25.21%,"15:50 ET"
VZ,58.38,Put,54.50,01/11/19,3,0.00,0.02,0.04,0.03,903,397,2.27,42.08%,"16:13 ET"
BABA,146.79,Call,155.00,03/15/19,66,6.20,6.28,6.35,6.30,1448,637,2.27,37.41%,"16:02 ET"
CLVS,23.9,Call,24.00,01/18/19,10,1.55,1.8,2.05,1.63,1482,654,2.27,105.77%,"15:58 ET"
NVDA,139.83,Put,138.00,01/11/19,3,2.18,2.23,2.28,2.18,2574,1134,2.27,60.14%,"16:14 ET"
FEYE,16.61,Call,19.00,02/15/19,38,0.41,0.45,0.48,0.44,580,257,2.26,56.20%,"15:29 ET"
AMZN,1656.58,Call,1645.00,01/11/19,3,29.95,31.5,33.05,32.00,909,403,2.26,42.82%,"16:14 ET"
GE,8.56,Call,12.00,02/15/19,38,0.02,0.03,0.03,0.02,1055,466,2.26,54.76%,"15:19 ET"
NKE,76.73,Call,80.00,02/15/19,38,1.29,1.34,1.39,1.35,2159,956,2.26,25.67%,"16:11 ET"
FB,142.53,Put,144.00,01/11/19,3,2.72,2.78,2.83,2.69,836,372,2.25,36.41%,"16:12 ET"
TSLA,335.35,Call,370.00,01/11/19,3,0.22,0.24,0.25,0.23,1298,576,2.25,58.27%,"16:14 ET"
C,55.46,Put,52.00,01/18/19,10,0.40,0.42,0.43,0.42,2520,1131,2.23,45.02%,"16:00 ET"
KMI,17.14,Call,17.50,01/18/19,10,0.13,0.15,0.16,0.15,675,304,2.22,25.43%,"15:50 ET"
URI,116.26,Put,60.00,06/21/19,164,0.75,0.9,1.05,0.90,751,338,2.22,64.53%,"13:42 ET"
LEN,42.89,Put,35.00,02/15/19,38,0.26,0.34,0.41,0.34,1215,547,2.22,51.94%,"16:14 ET"
VZ,58.38,Call,56.50,01/11/19,3,1.46,2.12,2.77,1.90,1124,508,2.21,17.44%,"16:01 ET"
